place_id,name,city,address,country,latitude,longitude,rating,reviews,category,source_query,name_clean,category_clean,feature_text,nature,history,culture,adventure,photography,shopping,religious,family,travel_tags,estimated_visit_minutes,recommendation_text,rating_score,popularity_score
ChIJw7A_ucr6ZzkRJTV3E4HVc4A,Monsoon Palace,Udaipur,"Udaipur, Kodiyat, Rajasthan 313031, India",India,24.5931853,73.6396056,4.4,34718,Tourist attraction,tourist attractions in Udaipur,monsoon palace,tourist attraction,monsoon palace tourist attraction,0,1,1,0,1,0,0,0,"history, culture, photography",120,"monsoon palace. udaipur. tourist attraction. history, culture, photography",0.6153846153846154,0.8296128799906115
ChIJ44SA0mXlZzkROFPFp4ABD_A,Jagdish Temple,Udaipur,"Old City, Udaipur, Rajasthan 313001, India",India,24.5796536,73.6836153,4.7,20321,Tourist attraction,tourist attractions in Udaipur,jagdish temple,tourist attraction,jagdish temple tourist attraction,0,1,1,0,0,0,1,0,"history, culture, religious",60,"jagdish temple. udaipur. tourist attraction. history, culture, religious",0.846153846153846,0.77276443543763
ChIJVVVVpInvZzkRmJ56hj8YKbM,मंशापूर्ण करनी माता रोपवे उदयपुर,Udaipur,"Deen Dayal Park, Doodh Talai, Rajasthan 313001, India",India,24.5661871,73.68504329999999,4.4,7983,Tourist attraction,tourist attractions in Udaipur,मंशापूर्ण करनी माता रोपवे उदयपुर,tourist attraction,मंशापूर्ण करनी माता रोपवे उदयपुर tourist attraction,0,0,0,0,0,0,0,0,,60,मंशापूर्ण करनी माता रोपवे उदयपुर. udaipur. tourist attraction. ,0.6153846153846154,0.6735987049222351
ChIJrcKVaGblZzkRcbYG7-BwGCM,Gangaur Ghat,Udaipur,"4, opp. Jethiyo ka Akhada, Outside Chandpole, Pichola, Udaipur, Rajasthan 313004, India",India,24.5799237,73.68192549999999,4.6,14269,Tourist attraction,tourist attractions in Udaipur,gangaur ghat,tourist attraction,gangaur ghat tourist attraction,0,0,0,0,0,0,0,0,,60,gangaur ghat. udaipur. tourist attraction. ,0.7692307692307687,0.7352381144391767
ChIJwU6-XCLlZzkRF9tOLAfJoHI,"Pichola Lake, Udaipur",Udaipur,"HMCM+Q98, Pichola, Udaipur, Rajasthan 313004, India",India,24.5719197,73.6834587,4.7,3076,Tourist attraction,tourist attractions in Udaipur,"pichola lake, udaipur",tourist attraction,"pichola lake, udaipur tourist attraction",1,0,0,0,1,0,0,0,"nature, photography",90,"pichola lake, udaipur. udaipur. tourist attraction. nature, photography",0.846153846153846,0.5723929105438557
ChIJb3_IUhblZzkRxtp1j-2xkwY,"Under The Sun Aquarium, Udaipur",Udaipur,"Fateh Sagar Overflow, Fateh Sagar Lake, Udaipur, Rajasthan 313004, India",India,24.6025393,73.6794937,4.2,14593,Tourist attraction,tourist attractions in Udaipur,"under the sun aquarium, udaipur",tourist attraction,"under the sun aquarium, udaipur tourist attraction",0,0,0,0,0,0,0,1,family,60,"under the sun aquarium, udaipur. udaipur. tourist attraction. family",0.4615384615384615,0.7376211388896169
ChIJA_ZPmxzlZzkRDSB9_ReyOfM,Bagore Ki Haveli,Udaipur,"HMHJ+WV5, Old City, Pichola, Udaipur, Rajasthan 313004, India",India,24.5797664,73.6822359,4.5,5599,Museum,tourist attractions in Udaipur,bagore ki haveli,museum,bagore ki haveli museum,0,1,1,0,0,0,0,1,"history, culture, family",120,"bagore ki haveli. udaipur. museum. history, culture, family",0.6923076923076921,0.6359526195125319
ChIJr6IAXX3lZzkRkodtOT4hvH0,Navlakha Mahal (Satyarth Prakash Nyas),Udaipur,"Satyarth Prakash Nyas, Navlakha Mahal, Gulab Bagh Rd, Udaipur, Rajasthan 313001, India",India,24.5728155,73.6925981,4.9,9892,Tourist attraction,tourist attractions in Udaipur,navlakha mahal (satyarth prakash nyas),tourist attraction,navlakha mahal (satyarth prakash nyas) tourist attraction,0,0,0,0,0,0,0,0,,60,navlakha mahal (satyarth prakash nyas). udaipur. tourist attraction. ,1.0,0.6963545009096836
ChIJA0QIZRTlZzkRf1DXVuwRPi0,Sunset Point Park Udaipur,Udaipur,"Zinc Park, Udaipur, Rajasthan 313004, India",India,24.5971393,73.6821676,4.6,2246,Tourist attraction,tourist attractions in Udaipur,sunset point park udaipur,tourist attraction,sunset point park udaipur tourist attraction,1,0,0,0,1,0,0,1,"nature, photography, family",60,"sunset point park udaipur. udaipur. tourist attraction. nature, photography, family",0.7692307692307687,0.5390258608791955
ChIJU11SpUvlZzkRlSL_l4aYtWw,Wax Museum Udaipur,Udaipur,"mishra marg, 10 Gogunda House Daitya, Moti Magri Rd, Udaipur, Rajasthan 313004, India",India,24.5953732,73.6872296,4.7,47100,Tourist attraction,tourist attractions in Udaipur,wax museum udaipur,tourist attraction,wax museum udaipur tourist attraction,0,1,1,0,0,0,0,1,"history, culture, family",120,"wax museum udaipur. udaipur. tourist attraction. history, culture, family",0.846153846153846,0.8619872837958336
ChIJgRDioeTlZzkRmoS_JCrpb2w,Nehru Garden,Udaipur,"FatehSagar Lake Udaipur, Vasupujy Complex, 5, Mewar Motor Link Rd, Udaipur, Rajasthan 313004, India",India,24.5962878,73.6734232,4.2,1892,Park,tourist attractions in Udaipur,nehru garden,park,nehru garden park,1,0,0,0,1,0,0,1,"nature, photography, family",60,"nehru garden. udaipur. park. nature, photography, family",0.4615384615384615,0.5208294180063883
ChIJC0s5m2XlZzkRMR0TQa0FcdU,Ghantaghar,Udaipur,"HMMP+VFQ, Clock tower, Moti Chohatta, Bohrwadi, Udaipur, Rajasthan 313001, India",India,24.5818372,73.685571,4.3,2705,Tourist attraction,tourist attractions in Udaipur,ghantaghar,tourist attraction,ghantaghar tourist attraction,0,0,0,0,0,0,0,0,,60,ghantaghar. udaipur. tourist attraction. ,0.5384615384615381,0.5587552665094775
ChIJEXy280DlZzkRxE_fvZeX1ik,Lake Garden,Udaipur,"HMRF+56P, Rani Rd, Ambamata, Udaipur, Rajasthan 313004, India",India,24.5904747,73.6730845,4.4,79,Tourist attraction,tourist attractions in Udaipur,lake garden,tourist attraction,lake garden tourist attraction,1,0,0,0,1,0,0,1,"nature, photography, family",90,"lake garden. udaipur. tourist attraction. nature, photography, family",0.6153846153846154,0.18500416493610125
ChIJF4GmAanlZzkRdw0czzbnWSI,Statue of Maharana Pratap,Udaipur,"JMFC+WP, Shilpgram, Udaipur, Hawala Khurd, Rajasthan 341316, India",India,24.6248369,73.6717666,4.6,65,Tourist attraction,tourist attractions in Udaipur,statue of maharana pratap,tourist attraction,statue of maharana pratap tourist attraction,0,0,0,0,0,0,0,0,,60,statue of maharana pratap. udaipur. tourist attraction. ,0.7692307692307687,0.1645852159315903
ChIJfWA_TYjvZzkRYqY6NhGQtv4,Manik Lal Verma Park,Udaipur,"HM9P+H8M, Pichola, Udaipur, Rajasthan 313001, India",India,24.5689743,73.6858111,4.2,1013,Park,tourist attractions in Udaipur,manik lal verma park,park,manik lal verma park park,1,0,0,0,0,0,0,1,"nature, family",60,"manik lal verma park. udaipur. park. nature, family",0.4615384615384615,0.45456853000712727
ChIJkX9fAYbvZzkRxMv23127Wz0,"Karni Mata Mandir, Udaipur",Udaipur,"HM8Q+9M8, Jawahar Nagar, Pichola, Udaipur, Rajasthan 313001, India",India,24.5659232,73.68919559999999,4.6,9607,Tourist attraction,tourist attractions in Udaipur,"karni mata mandir, udaipur",tourist attraction,"karni mata mandir, udaipur tourist attraction",0,0,0,0,0,0,0,0,,60,"karni mata mandir, udaipur. udaipur. tourist attraction. ",0.7692307692307687,0.693251794642714
ChIJzek8RKblZzkRmpRYEEuWSPk,Lal Ghat,Udaipur,"Lal Ghat Road, behind Jagdish Mandir, near city palace, Old City, Udaipur, Rajasthan 313004, India",India,24.5789192,73.6822035,4.5,170,Tourist attraction,tourist attractions in Udaipur,lal ghat,tourist attraction,lal ghat tourist attraction,0,0,0,0,0,0,0,0,,60,lal ghat. udaipur. tourist attraction. ,0.6923076923076921,0.26563438255937544
ChIJJ6F4g8Y9CTkRywQ8V2Rjtls,Triveni Ghat,Rishikesh,"Mayakund, Rishikesh, Uttarakhand 249201, India",India,30.1037344,78.2993218,4.6,62365,Tourist attraction,tourist attractions in Rishikesh,triveni ghat,tourist attraction,triveni ghat tourist attraction,0,0,0,0,0,0,0,0,,60,triveni ghat. rishikesh. tourist attraction. ,0.7692307692307687,0.8917844140637825
ChIJD67PWKUXCTkRtJ0ZK5pSnDY,Ram Jhula,Rishikesh,"Swarg Ashram, Rishikesh, Uttarakhand 249192, India",India,30.1239532,78.3141266,4.6,34171,Tourist attraction,tourist attractions in Rishikesh,ram jhula,tourist attraction,ram jhula tourist attraction,0,0,0,0,0,0,0,0,,60,ram jhula. rishikesh. tourist attraction. ,0.7692307692307687,0.8279272753170387
ChIJN065thUWCTkRrpCI3XVLzsQ,Parmarth Niketan Ashram,Rishikesh,"Main Market Road, near Ram Jhula, Swarg Ashram, Rishikesh, Uttarakhand 249304, India",India,30.1188273,78.3131567,4.6,23521,Tourist attraction,tourist attractions in Rishikesh,parmarth niketan ashram,tourist attraction,parmarth niketan ashram tourist attraction,0,0,0,0,0,0,0,0,,60,parmarth niketan ashram. rishikesh. tourist attraction. ,0.7692307692307687,0.7882859649255172
ChIJN3ZNyEIXCTkR-u__UonVaI8,Lakshman Jhula,Rishikesh,"Laxman Jhula, Rishikesh, Jonk, Uttarakhand 249302, India",India,30.1263355,78.3299651,4.4,6185,Tourist attraction,tourist attractions in Rishikesh,lakshman jhula,tourist attraction,lakshman jhula tourist attraction,0,0,0,0,0,0,0,0,,60,lakshman jhula. rishikesh. tourist attraction. ,0.6153846153846154,0.6465162012154227
ChIJy364v08WCTkRORHmPb-h-ek,Rishikesh Trip.,Rishikesh,"NH 58 Badrinath road, Aamkhala, Tapovan, Rishikesh, Uttarakhand 249192, India",India,30.1315815,78.3272592,4.5,124,Tourist attraction,tourist attractions in Rishikesh,rishikesh trip.,tourist attraction,rishikesh trip. tourist attraction,0,0,0,0,0,0,0,0,,60,rishikesh trip.. rishikesh. tourist attraction. ,0.6923076923076921,0.23237446142032192
ChIJQykg3GsWCTkRFw-KvV1C_lQ,HimShail WaterFall,Rishikesh,"488C+CGC, HimShail WaterFall, Yoga Villa Rd, Swarg Ashram, Rishikesh, Uttarakhand 249304, India",India,30.116059,78.32126769999999,4.1,502,Tourist attraction,tourist attractions in Rishikesh,himshail waterfall,tourist attraction,himshail waterfall tourist attraction,1,0,0,0,1,0,0,0,"nature, photography",90,"himshail waterfall. rishikesh. tourist attraction. nature, photography",0.3846153846153842,0.38015499780862083
ChIJB0OW0DMXCTkRaBZiNfzb5W0,Tapovan Public Ghat,Rishikesh,"212, Laxman Jhula Rd, Tapovan, Rishikesh, Uttarakhand 249192, India",India,30.1280493,78.3299339,4.7,327,Tourist attraction,tourist attractions in Rishikesh,tapovan public ghat,tourist attraction,tapovan public ghat tourist attraction,0,0,0,0,0,0,0,0,,60,tapovan public ghat. rishikesh. tourist attraction. ,0.846153846153846,0.33477069613626154
ChIJlWHbFgsXCTkRi0rSY-Ooo08,Rishikesh - The City Of Love,Rishikesh,"Triveni Ghat, Mayakund, Rishikesh, Uttarakhand 249201, India",India,30.1031293,78.29833479999999,4.6,47,Tourist attraction,tourist attractions in Rishikesh,rishikesh - the city of love,tourist attraction,rishikesh - the city of love tourist attraction,0,0,0,0,0,0,0,0,,60,rishikesh - the city of love. rishikesh. tourist attraction. ,0.7692307692307687,0.13078354976031567
ChIJMVVVlQc-CTkRsIy-lAZ0Vhw,Rishikesh River Rafting,Rishikesh,"1002, Avas Vikas Colony, Rishikesh, Uttarakhand 249201, India",India,30.0908226,78.2878279,4.5,2063,Tourist attraction,tourist attractions in Rishikesh,rishikesh river rafting,tourist attraction,rishikesh river rafting tourist attraction,1,0,0,1,0,0,0,0,"nature, adventure",150,"rishikesh river rafting. rishikesh. tourist attraction. nature, adventure",0.6923076923076921,0.530008989096467
ChIJWeSurhcWCTkRDfJrLbYNnC0,Purnanand Ghat,Rishikesh,"Muni Ki Reti, Rishikesh, Uttarakhand 249137, India",India,30.1163125,78.3070625,4.4,91,Tourist attraction,tourist attractions in Rishikesh,purnanand ghat,tourist attraction,purnanand ghat tourist attraction,0,0,0,0,0,0,0,0,,60,purnanand ghat. rishikesh. tourist attraction. ,0.6153846153846154,0.19983893073715145
ChIJfXt5TbUXCTkR8ZX-sG47z_U,Pebble's Beach,Rishikesh,"48FH+R33, Tapovan, Rishikesh, Uttarakhand 249192, India",India,30.1245204,78.3276825,4.5,100,Tourist attraction,tourist attractions in Rishikesh,pebble's beach,tourist attraction,pebble's beach tourist attraction,1,0,0,0,1,0,0,1,"nature, photography, family",90,"pebble's beach. rishikesh. tourist attraction. nature, photography, family",0.6923076923076921,0.2097454721392361
ChIJoYDQkXMXCTkR6eqzCYd3m2A,Rishikesh Ganga Arti Purnanand Ghat Janki Jhula,Rishikesh,"4894+5JV, Muni Ki Reti, Rishikesh, Uttarakhand 249137, India",India,30.118155,78.30732499999999,4.9,498,Tourist attraction,tourist attractions in Rishikesh,rishikesh ganga arti purnanand ghat janki jhula,tourist attraction,rishikesh ganga arti purnanand ghat janki jhula tourist attraction,0,0,0,0,0,0,0,0,,60,rishikesh ganga arti purnanand ghat janki jhula. rishikesh. tourist attraction. ,1.0,0.3793075434080796
ChIJO4--XUQXCTkRdSlHvg_-vhs,The Secret Waterfall Rishikesh - DhaulSrot ( Brahmsutras Yog Village ),Rishikesh,"kunja puri trek By Pass road village dhaulSrot, Tapovan, Rishikesh, Uttarakhand 249192, India",India,30.1488131,78.3149825,4.5,2815,Tourist attraction,tourist attractions in Rishikesh,the secret waterfall rishikesh - dhaulsrot ( brahmsutras yog village ),tourist attraction,the secret waterfall rishikesh - dhaulsrot ( brahmsutras yog village ) tourist attraction,1,0,0,0,1,0,0,0,"nature, photography",90,"the secret waterfall rishikesh - dhaulsrot ( brahmsutras yog village ). rishikesh. tourist attraction. nature, photography",0.6923076923076921,0.5629846347579602
ChIJB3gh2AQWCTkR9VfwcWZfFW0,Shri Bharat Mandir,Rishikesh,"9, Ghat Rd, Mayakund, Rishikesh, Uttarakhand 249201, India",India,30.1059278,78.3019621,4.6,1061,Tourist attraction,tourist attractions in Rishikesh,shri bharat mandir,tourist attraction,shri bharat mandir tourist attraction,0,0,0,0,0,0,0,0,,60,shri bharat mandir. rishikesh. tourist attraction. ,0.7692307692307687,0.459477756390569
ChIJP-4kT-wWCTkRLlcAqwGYsrs,Patna Waterfall,Rishikesh,"49F3+QQ6, Neelkanth Bridge Rd, Patna, Uttarakhand 249302, India",India,30.1244001,78.3543983,4.4,3762,Tourist attraction,tourist attractions in Rishikesh,patna waterfall,tourist attraction,patna waterfall tourist attraction,1,0,0,0,1,0,0,0,"nature, photography",90,"patna waterfall. rishikesh. tourist attraction. nature, photography",0.6153846153846154,0.5937554210356225
ChIJMSzk8JQWCTkRFPP9fWvWRQM,Garud Chatti Waterfall,Rishikesh,"49F3+QR9, Patna, Uttarakhand 249302, India",India,30.1244099,78.35459809999999,4.4,865,Tourist attraction,tourist attractions in Rishikesh,garud chatti waterfall,tourist attraction,garud chatti waterfall tourist attraction,1,0,0,0,1,0,0,0,"nature, photography",90,"garud chatti waterfall. rishikesh. tourist attraction. nature, photography",0.6153846153846154,0.4378219854668389
ChIJh8-OrCsXCTkRnl1EyIpnukk,Goa Beach Rishikesh,Rishikesh,"48MM+5PH, near District magistrate camp office, Rishikesh, Jonk, Uttarakhand 249302, India",India,30.1329473,78.3343505,4.5,2359,Tourist attraction,tourist attractions in Rishikesh,goa beach rishikesh,tourist attraction,goa beach rishikesh tourist attraction,1,0,0,0,1,0,0,1,"nature, photography, family",90,"goa beach rishikesh. rishikesh. tourist attraction. nature, photography, family",0.6923076923076921,0.54423383850003
ChIJ8xrKBbQXCTkR5v2mWJAtjQE,Nilkanth waterfalls,Rishikesh,"4839+367, Rishikesh, Uttarakhand 249304, India",India,30.1026502,78.3180349,4.3,426,Tourist attraction,tourist attractions in Rishikesh,nilkanth waterfalls,tourist attraction,nilkanth waterfalls tourist attraction,1,0,0,0,1,0,0,0,"nature, photography",90,"nilkanth waterfalls. rishikesh. tourist attraction. nature, photography",0.5384615384615381,0.3627681045481493
ChIJIT1lI1YXCTkRrH0xLi6KQAM,Rishikesh family beach,Rishikesh,"48MJ+888, Tapovan, Rishikesh, Uttarakhand 249192, India",India,30.1332187,78.3313986,4.5,97,Tourist attraction,tourist attractions in Rishikesh,rishikesh family beach,tourist attraction,rishikesh family beach tourist attraction,1,0,0,0,1,0,0,1,"nature, photography, family",90,"rishikesh family beach. rishikesh. tourist attraction. nature, photography, family",0.6923076923076921,0.2065449351987036
ChIJC79trUIWCTkR-BppIZRZ9IA,Rishikesh View Point,Rishikesh,"Unnamed Road, Lakshman Jhula, Laxman Jhula, Rishikesh, Uttarakhand 249302, India",India,30.1212342,78.3271974,4.6,864,Tourist attraction,tourist attractions in Rishikesh,rishikesh view point,tourist attraction,rishikesh view point tourist attraction,0,0,0,0,1,0,0,0,photography,45,rishikesh view point. rishikesh. tourist attraction. photography,0.7692307692307687,0.43769934755623063
ChIJVVSvT6h5BTkRisydVcRUBdk,Chadwick Falls,Shimla,"Shimla, Himachal Pradesh 171005, India",India,31.1201549,77.1416187,3.6,2276,Tourist attraction,tourist attractions in Shimla,chadwick falls,tourist attraction,chadwick falls tourist attraction,1,0,0,0,0,0,0,0,nature,90,chadwick falls. shimla. tourist attraction. nature,0.0,0.54043361493377
ChIJ1dJgWZZ4BTkR0oAnYvrfUJ4,Jakhu Ropeway Shimla,Shimla,"The Ridge, Ridge To US Club, Bemloi, Shimla, Himachal Pradesh 171001, India",India,31.102249,77.1794275,4.4,5216,Tourist attraction,tourist attractions in Shimla,jakhu ropeway shimla,tourist attraction,jakhu ropeway shimla tourist attraction,0,0,0,0,0,0,0,0,,60,jakhu ropeway shimla. shimla. tourist attraction. ,0.6153846153846154,0.6284330099258006
ChIJN7eajZN4BTkRTnLSm2F-XJQ,Hawa Ghar,Shimla,"453G+V6M, Ridge, The Mall, Shimla, Himachal Pradesh 171001, India",India,31.1047034,77.1755591,4.5,632,Tourist attraction,tourist attractions in Shimla,hawa ghar,tourist attraction,hawa ghar tourist attraction,0,0,0,0,0,0,0,0,,60,hawa ghar. shimla. tourist attraction. ,0.6923076923076921,0.40455520034882053
ChIJy-jJfiZ5BTkRsfuPy8a0-e8,"Ridge, Shimla",Shimla,"Ridge, The Mall, Shimla, Himachal Pradesh 171001, India",India,31.1048001,77.1746678,4.6,16195,Tourist attraction,tourist attractions in Shimla,"ridge, shimla",tourist attraction,"ridge, shimla tourist attraction",0,0,0,0,0,0,0,0,,60,"ridge, shimla. shimla. tourist attraction. ",0.7692307692307687,0.7486763474414547
ChIJQche0fJ5BTkRdb5RytJjPfc,Marina Waterfall,Shimla,"35XG+5R9, Mall Rd, Bemloi, Shimla, Himachal Pradesh 171001, India",India,31.0979127,77.1771121,4.2,344,Tourist attraction,tourist attractions in Shimla,marina waterfall,tourist attraction,marina waterfall tourist attraction,1,0,0,0,1,0,0,0,"nature, photography",90,"marina waterfall. shimla. tourist attraction. nature, photography",0.4615384615384615,0.3401341928026642
ChIJR9GpNOx4BTkRZYawNBg2gMo,"Kali Bari Temple, Shimla",Shimla,"4548+9PV, Mall Rd, Kali Bari, Shimla, Himachal Pradesh 171001, India",India,31.1059884,77.166805,4.6,5345,Tourist attraction,tourist attractions in Shimla,"kali bari temple, shimla",tourist attraction,"kali bari temple, shimla tourist attraction",0,1,1,0,0,0,1,0,"history, culture, religious",60,"kali bari temple, shimla. shimla. tourist attraction. history, culture, religious",0.7692307692307687,0.6310256712251999
ChIJHUu5Cht5BTkRh5mXIGUXKsM,Viceregal Lodge,Shimla,"Rashtrapati Nivas Chaura Maidan Road, Near, Observatory Hill, Boileauganj, Shimla, Himachal Pradesh 171004, India",India,31.1036706,77.1421749,4.6,10033,Tourist attraction,tourist attractions in Shimla,viceregal lodge,tourist attraction,viceregal lodge tourist attraction,0,0,0,0,0,0,0,0,,60,viceregal lodge. shimla. tourist attraction. ,0.7692307692307687,0.6978566263530281
ChIJ1wEpJvR5BTkRMp48AFgSuog,View point shimla,Shimla,"453Q+566, Sanjauli, Shimla, Himachal Pradesh 171006, India",India,31.1029132,77.1880012,4.7,83,Tourist attraction,tourist attractions in Shimla,view point shimla,tourist attraction,view point shimla tourist attraction,0,0,0,0,1,0,0,0,photography,45,view point shimla. shimla. tourist attraction. photography,0.846153846153846,0.19018290420194134
ChIJI-OqO5h4BTkRkSXEITCbdgE,"Shree Hanuman mandir, Jakhu, Shimla",Shimla,"Jakhu Temple Park, Jakhu, Shimla, Himachal Pradesh 171001, India",India,31.1011646,77.1839832,4.8,23871,Tourist attraction,tourist attractions in Shimla,"shree hanuman mandir, jakhu, shimla",tourist attraction,"shree hanuman mandir, jakhu, shimla tourist attraction",0,0,0,0,0,0,0,0,,60,"shree hanuman mandir, jakhu, shimla. shimla. tourist attraction. ",0.9230769230769227,0.7898537060028172
ChIJa-FWp5Z4BTkRNTEP_kXw-Lg,Rani Jhansi Park,Shimla,"453G+8XC, Mall Rd, Lakkar Bazar, Shimla, Himachal Pradesh 171001, India",India,31.1033,77.17739999999999,4.3,1362,Tourist attraction,tourist attractions in Shimla,rani jhansi park,tourist attraction,rani jhansi park tourist attraction,1,0,0,0,0,0,0,1,"nature, family",60,"rani jhansi park. shimla. tourist attraction. nature, family",0.5384615384615381,0.4859640930636523
ChIJa2mW8e54BTkR1Z6Tb6iW1m8,Victory Tunnel,Shimla,"4547+3H2, Circular Road, Bawa Market, Shilli, Shimla, Himachal Pradesh 171001, India",India,31.1051477,77.1638909,4.3,1514,Tourist attraction,tourist attractions in Shimla,victory tunnel,tourist attraction,victory tunnel tourist attraction,0,0,0,0,0,0,0,0,,60,victory tunnel. shimla. tourist attraction. ,0.5384615384615381,0.4971863149618266
ChIJa17E9JN4BTkRkKypAmONZhA,"Christ Church, Shimla",Shimla,"453G+P9F, Ridge To US Club, The Mall, Shimla, Himachal Pradesh 171001, India",India,31.1043145,77.1759177,4.6,22716,Tourist attraction,tourist attractions in Shimla,"christ church, shimla",tourist attraction,"christ church, shimla tourist attraction",0,1,1,0,0,0,1,0,"history, culture, religious",60,"christ church, shimla. shimla. tourist attraction. history, culture, religious",0.7692307692307687,0.7845897850980319
ChIJz5Pf-UKCBTkRq_enVbtEKMM,Shimla Water Catchment Wildlife Sanctuary,Shimla,"NH 22 Charabra Mashobra, Shimla, Himachal Pradesh 171012, India",India,31.1113908,77.2196979,4.4,760,Tourist attraction,tourist attractions in Shimla,shimla water catchment wildlife sanctuary,tourist attraction,shimla water catchment wildlife sanctuary tourist attraction,0,0,0,0,0,0,0,0,,60,shimla water catchment wildlife sanctuary. shimla. tourist attraction. ,0.6153846153846154,0.4241028252184696
ChIJRxuJj0F5BTkRwffoiUy9pSU,Jakhoo Temple Ropeway Station,Shimla,"452M+QCH, Jakhu, Shimla, Himachal Pradesh 171001, India",India,31.1019367,77.18361809999999,4.5,205,Tourist attraction,tourist attractions in Shimla,jakhoo temple ropeway station,tourist attraction,jakhoo temple ropeway station tourist attraction,0,1,1,0,0,0,1,0,"history, culture, religious",60,"jakhoo temple ropeway station. shimla. tourist attraction. history, culture, religious",0.6923076923076921,0.2853995664537373
ChIJ8UgvSeJ4BTkR2dpKGX8M7G4,Himachal State Museum,Shimla,"Museum Road, near Doordarshan Kendra, Chaura Maidan, Shimla, Himachal Pradesh 171004, India",India,31.1033831,77.1508439,4.5,1954,Tourist attraction,tourist attractions in Shimla,himachal state museum,tourist attraction,himachal state museum tourist attraction,0,1,1,0,0,0,0,1,"history, culture, family",120,"himachal state museum. shimla. tourist attraction. history, culture, family",0.6923076923076921,0.5242501257786399
ChIJIaK34ux4BTkR5cOKzkly-F4,Bantony Castle,Shimla,"4549+FV9, Kali Bari Rd, The Mall, Shimla, Himachal Pradesh 171001, India",India,31.1061545,77.1697236,4.2,544,Tourist attraction,tourist attractions in Shimla,bantony castle,tourist attraction,bantony castle tourist attraction,0,0,0,0,0,0,0,0,,60,bantony castle. shimla. tourist attraction. ,0.4615384615384615,0.3886672099920714
ChIJ3w7q4WR4BTkR-_x-0jgqvw8,Shimla Hills,Shimla,"Village And Post Office, Poabo, Shimla, Himachal Pradesh 171007, India",India,31.1299546,77.1813154,4.3,83,Tourist attraction,tourist attractions in Shimla,shimla hills,tourist attraction,shimla hills tourist attraction,1,0,0,0,0,0,0,0,nature,60,shimla hills. shimla. tourist attraction. nature,0.5384615384615381,0.19018290420194134
ChIJmZ8fXKd5BTkReOrdX27ysmQ,Horse Yak Ride spot,Shimla,"Ridge, The Mall, Shimla, Himachal Pradesh 171001, India",India,31.1048001,77.1746678,4.6,23,Tourist attraction,tourist attractions in Shimla,horse yak ride spot,tourist attraction,horse yak ride spot tourist attraction,0,0,0,0,0,0,0,0,,60,horse yak ride spot. shimla. tourist attraction. ,0.7692307692307687,0.057210759381776756
ChIJDb02JgB5BTkROxfQSllkLYY,Simla hill station,Shimla,"453F+W9C, Middle Bazar, The Mall, Shimla, Himachal Pradesh 171001, India",India,31.1048145,77.17340329999999,4.6,13,Tourist attraction,tourist attractions in Shimla,simla hill station,tourist attraction,simla hill station tourist attraction,1,0,0,0,0,0,0,0,nature,60,simla hill station. shimla. tourist attraction. nature,0.7692307692307687,0.0
ChIJeX3m_TB5BTkRBirZzNYfWwc,Green velly shimla,Shimla,"453F+W9C, Middle Bazar, The Mall, Shimla, Himachal Pradesh 171001, India",India,31.1048145,77.17340329999999,4.3,36,Tourist attraction,tourist attractions in Shimla,green velly shimla,tourist attraction,green velly shimla tourist attraction,0,0,0,0,0,0,0,0,,60,green velly shimla. shimla. tourist attraction. ,0.5384615384615381,0.10315629487895028
